nama_tempat,user,review,rating
Mie Gacoan Bandung - Buah Batu,Zhilal Adzanni,"Tempat nya nyaman, pelayanan nya cepat dan ramah, makanan nya enak",5
Mie Gacoan Bandung - Buah Batu,Nadya Sulistiawati,"Ramah banget kasirnyaaa disambut dengan baik, apalagi mie gacoan nya euhhh enak bangettttt bikin gabisa berpalinggg pengen terus ke sini karna rasanya ga berubah ubah loveeeee 🤤🤤🤤 …",5
Mie Gacoan Bandung - Buah Batu,Satria Hartiawan Topan,"Gacoan emang enakk suka bgt dr jaman SMA, cuma lagunya dr dulu kenapa yg galau² terus deh wkwk",5
Mie Gacoan Bandung - Buah Batu,Rizdyanti Rabiatul W,Makanan nya enak harga nya murah meriah cocok di kantong pelajaran,5
Mie Gacoan Bandung - Buah Batu,santosa alisya nikita,"enak banget makanan, suasananya
pelayanan okee",5
Mie Gacoan Bandung - Buah Batu,Riri Andiri,"Enak, murah, tempatnya nyaman. Kalau mau kesini jangan pas jam makan pasti penuh bgtttt ngantri. Waktu kesana jam 10an gak begitu ngantri, kalau udah pesen gk nunggu lama. Udang keju nya favorit ❤",5
Mie Gacoan Bandung - Buah Batu,nabila ap,"Pelayanan memuaskan, harga terjangkau dan tempat serta fasilitas bersih",5
Mie Gacoan Bandung - Buah Batu,channel bilan,Enak banget buat curhat makanan nya juga enak pollll pelayanan bagus,5
Mie Gacoan Bandung - Buah Batu,C Roni Rusmana,Keren banget gacoan disini beda dari yang lain luar biasa. Kasir nya juga masya allah sangat muslimah.✨️,5
Mie Gacoan Bandung - Buah Batu,ALWAYSON WARREAL,"Saya waktu Rabu Minggu kemaren makan mie gacoan level 3 kurang berasa pedes,layanan mah enak,suasana lumayan🙏 …",1
Mie Gacoan Bandung - Buah Batu,Septian Sep,"Mie gacoan buah batu emang the best layanannya bukan cuman buat orang yang beli, tapi untuk numpang ke air juga di perbolehkan terimakasih gacoan buah batu🙏 …",5
Mie Gacoan Bandung - Buah Batu,Xxyz 1534,"Nunggu pesanan smpe sejam lebih kacau belum kelar kelar,, kalo kurang orang ya tambahin.. Smoga dapet orderan yg terakhir saja d gacoan yang d buah batu lebih baik yang d gatsu ga smpe nunggu 1 jam lebih meski rame.. Skrg pun msih sama ga …",1
Mie Gacoan Bandung - Buah Batu,deonvan,Udang keju nya gede+enakkk,5
Mie Gacoan Bandung - Buah Batu,Widyana Jnwati,"Pelayanannya bagus,bersih harga terjangkau nyaman mamanannya juga enak pokoknya memuaskan🥰🥰🥰 …",5
Mie Gacoan Bandung - Buah Batu,Nindya Karina,"pelayanan ramah, makanannya enak, first time makan gacoan, enak 👍 …",5
Mie Gacoan Bandung - Buah Batu,Isye,Kalo boleh bandingin gw seh lebih sreg sama pelayanan mie gacoan bojong soang. Lebih efektif efesien dah gitu ramah. Kasirnya gercep ga banyak ngobrol,4
Mie Gacoan Bandung - Buah Batu,Nais Nazwa,"Tempatnya nyaman,,makanannya enak²,,orang² nya pada ramah²",5
Mie Gacoan Bandung - Buah Batu,8un9 story,so far so good...sdikit saran nih...parkiran kn bayar...tolong di fasilitasi kenyamanan keamanan ny.. mngkin di ksh kanopi biar teduh gtuu...,4
Mie Gacoan Bandung - Buah Batu,Hadi Asmoro,"Menunggu makanan terlalu lama,, sempat bosan krn laper berat...untuk rasa lumayan enak... tapi sempat terpeleset jatuh gara"" keset dekat wastafel licin.. tolong lebih diperhatikan lagi kenyamanan pelanggannya ya bos,,,",5
Mie Gacoan Bandung - Buah Batu,Raelyn Fashion,"Makanannya enak langganan mie gacoan, apalagi udang keju nya enakk bngtt",5
Mie Gacoan Bandung - Buah Batu,Rohanah aja,Tempatnya nyaman sama makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Putry Wlndry,"jujur bgt kenapa meja dan tempat duduknya kotor banget yaa, sampe' pulang dari sana celananya jadi item. Trus juga soal makanannya ga seenak biasanya beda kaya yg di cabang' lain tpi masih bisa masuk kalo soal makanan, tapi jujur kalo soal …",3
Mie Gacoan Bandung - Buah Batu,Ria,"Jalan ninja saya adalah memesan gacoan pas jam buka toko, jadinya proses lumayan cepat, kurang dari satu jam pesanan sampai dirumah. Pernah pesan waktu jam makan siang, lama banget sejam lebih baru sampai.",5
Mie Gacoan Bandung - Buah Batu,Diah_ 8d,"seruu, dan karyawan nya ramah² dan baik, pelayanan nya pun cepat dan sat set",5
Mie Gacoan Bandung - Buah Batu,Devi Nawang,"Gatau. Asa gacoan di bubat mah lebih kering tapi lebih pedes. Kalo yang gatsu nyemek tapi manis, kapan gw bosen sama gacoan yaa😄
Btw sama dia lagi …",5
Mie Gacoan Bandung - Buah Batu,Rhiena Herlina,"Tempat nya nyaman enak,makanan murmer enak pokok nya pas buat nongkrong bareng keluarga dan temen temen...",5
Mie Gacoan Bandung - Buah Batu,Rifa Azizah W.P,makanan minumannya udah enak seperti biasa nya terus suasanannya juga adem ga pengap paling diperluas lagi area untuk colokan buat charge handphone sama laptop,5
Mie Gacoan Bandung - Buah Batu,Raisya Sativa,"akuuu suka gacoan buah batu tempatnya bersih bangettttt, pelayanan nya gercep jugaa. betah di sini soalnya ada lagu-lagu, mau kesini lagiiiii❤️❤️❤️",5
Mie Gacoan Bandung - Buah Batu,Abdul Aziz,"Ayolah, masa packaging kotor gini masih dipake. Bikin gk nafsu makan aja.

Kantong kresek segel ripet ya, jdi gk mungkin kotor dalam pengataran.",3
Mie Gacoan Bandung - Buah Batu,Lenny Lidiawati,"Enak bngett mienyaa,++tempatnya enak bnget adem best buat nongkrong",5
Mie Gacoan Bandung - Buah Batu,Panji ahmad Septiandi,"Minta tolong Untuk yang berada di gacoan buah batu untuk lebih teliti lagi dalam membuat pesanan, Saya pesan Take away dan di dusnya untuk level 2 dan 3 itu tidak jelas untuk level 2 pedes banget dan level 3 ga terlalu pedas kayanya …",1
Mie Gacoan Bandung - Buah Batu,Diandra Maura Azzahra,"pelayanan parkirnya bagus, ramah dan sesuai tarif hanya mie nya kurang panas",5
Mie Gacoan Bandung - Buah Batu,Ineu Ervina anggraeni,"seru, asik buat ngumpul keluarga, reunian, keren, makanan nya juga enak semua.",5
Mie Gacoan Bandung - Buah Batu,Any Fitriany Octavianty,Coba mie gacoan pertama kali. Antrian cukup tertib. Nunggu tidak terlalu lama. Cuma parkir nya mahal. Mie nya 10k. Parkir 3k. Sama aja beli mie 13k. Wkwkk,5
Mie Gacoan Bandung - Buah Batu,selita sekiyana,"Service excellent , pertahankan jangan kasih kendor 🔥 …",5
Mie Gacoan Bandung - Buah Batu,Thahira Putreyna,"tempat luas banget, bersih, staff ramah, makanan jg as always enak, mungkin kurang di komunikasi antar staff krn udh mau tutup tp msh ada staff yg ngasih nomor utk dine in wkwk, semangattt para staff gacoan ❣",5
Mie Gacoan Bandung - Buah Batu,Ali Nurhikmah,"All good, pelayanan nya Ramah😁 …",5
Mie Gacoan Bandung - Buah Batu,Sulaiman Sapril,"Hoax terbesar, somai dingin = gratis kembali uang
Fakta, somai dingin, 1 somai termakan masa ia di lepeh, tahu dingin pas di mulut, mau di muntahin ngga enak kalian kariawan, dan bnyk orang masa ia sy …",1
Mie Gacoan Bandung - Buah Batu,Moch Helga,"Pelayanan bagus,makanan enak, suasana oke",5
Mie Gacoan Bandung - Buah Batu,Erin PSV,"Benci banget sama kang parkirnya. Udah 2x dipalak. Tulisan segede gaban PARKIR MOTOR 2000.
dipalak 3000 …",1
Mie Gacoan Bandung - Buah Batu,Anneliese D.,Makanannya cepat tersaji kebersihannya juga oke 👍🏻 …,5
Mie Gacoan Bandung - Buah Batu,chelsea nf,"tempat nya enakeun lumayan luas jugaa, makanan nya enakk",5
Mie Gacoan Bandung - Buah Batu,Acep Suherman,Gelo mesen sampai nunggu 1 jam padahal ker sepi ..loba paggawe ge percuma  gacoan bubat mh..ga ada pungsi..karyawan na lengle,1
Mie Gacoan Bandung - Buah Batu,Ade Samtaji,"Tolong dong ini pihak gacoan gmna parkir kan terpampang 2k knpa di tagih nya 3k
Perasaan gacoan yang lain 2k
Ini pungli ini bayangin aja se hari motor yang masuk seribu motor kali 1k udah …",1
Mie Gacoan Bandung - Buah Batu,gibren hill,"Makanan kebilang murah banget dengan tempat yang cozzy dan banyak spot foto
Makanan enak macam menuna cukup lah buat nongkrong bareng temen
Ketersediaan tempat duduk buat Dine in di perbanyak biar orang bisa makan di tempa",5
Mie Gacoan Bandung - Buah Batu,Aris Munandar,"Tempat nya nyaman luas
Murah meriah
Cocok buat reuni an",5
Mie Gacoan Bandung - Buah Batu,奸朱,"halooo, ih gacoan bagus banget tempatnyaa. makanannya enak, pelayanan oke, suasana baguss.",5
Mie Gacoan Bandung - Buah Batu,keyla alyka,"mie nya enak kenyal wort it ramah di kantong pelajar,pelayananya baik",5
Mie Gacoan Bandung - Buah Batu,Nizma Deliana,"Sperti biasa mie gacoan selalu ramai yang mana selalu pula harus sabar dalam mengantri baik mengantri cari tempat dan juga mengantri di kasir,
Tapi selebih nya mantap dan nyaman makanan nya pun punya khas nya masing masing",5
Mie Gacoan Bandung - Buah Batu,Dinna_ Maulina,"Suasana nyaman kebetulan tdk terlalu ramai dr biasanya , tmptnya Bersih,pelayanan cukup baik,Lumpia udangnya enak, fresh juicy manis gurih... Udangkeju nya enak potongan besar minyak untuk menggoreng bersih jd wrna nya bagus ngga kehitaman. …",4
Mie Gacoan Bandung - Buah Batu,Tazkya Humaira Al-bukhory,Mantapp selaluu enakk untuk mengisi kekosongan perutt😋👌🏻 …,5
Mie Gacoan Bandung - Buah Batu,Kuswandi Andi,Lelet lama rugi buat driver mending gacoan Gatsu gesit ramah ini sudah lelet pada jelek,1
Mie Gacoan Bandung - Buah Batu,Yuni Kartika,"Tempat ramai, harga murah, saran aja datangnya jangan pas makan siang karena ngantri",5
Mie Gacoan Bandung - Buah Batu,Kurnia PaGuru,"Tempat nyaman suasana bagus,Eni cukup. Hanya 1 yang kurang yaitu GAK BISA BAYAR PAKE DANA.",5
Mie Gacoan Bandung - Buah Batu,soni kurniawan,Selalu ramai pengunjung konsumen harus rela antri .tempatnya santai makanan nya bikin ketagihan dengan rasanya..,5
Mie Gacoan Bandung - Buah Batu,Wahyu Aji Firnandha,"Tempat nya nyaman, pelayanannya baik, rasa nya mantap",5
Mie Gacoan Bandung - Buah Batu,Helmi Ishk_,makanannya enak tempatnya juga nyaman😁 …,5
Mie Gacoan Bandung - Buah Batu,Andrie Setiawan,Makanannya murah tempatnya enak apalagi hujan2,5
Mie Gacoan Bandung - Buah Batu,Luki Hidayat,"makananya enak enak, harga nya juga worht it banget, tempat nya juga nyaman bikin pw",5
Mie Gacoan Bandung - Buah Batu,TyaAna Maharah,"Assalamu'alaikum, disini saya mau kasi ulasan. Disini tempatnya bagus, pelayanan ramah, pokoknya great 👍👏 …",5
Mie Gacoan Bandung - Buah Batu,Razelaudamulki Dwiksakananta,"suasana tempat nya nyaman, makanan nya cepat disajikan",5
Mie Gacoan Bandung - Buah Batu,Akbar Rizki Ramadhan,"kasirnya kembalian kurang mulu tiap kembalian, bukan 1x 2x kesini , bukan masalah nominalnya, tp kalo jumlahnya banyak ya lumayan . manajemen coba di perbaiki",1
Mie Gacoan Bandung - Buah Batu,Dede Rahmadi,mantapp..,5
Mie Gacoan Bandung - Buah Batu,Ehan Ehan,Gacoan buah batu mantap dari segi pelayanan nya juga oke bangetttt 👍👍👍 …,5
Mie Gacoan Bandung - Buah Batu,Langkah Kaki,"Murah enak, apalagi gorengan udang kejunya ✨
Tapi kalau makan ditempat selalu antri, gakuat banget antrinya. Mendingan order gofood aja 😁 …",3
Mie Gacoan Bandung - Buah Batu,Evi Lianingsih,"Tiap kesini penuh harus antri 2x (antri no meja,antri pesanan) . Tiap kesini turun hujan alhasil makanan kecipratan air hujan . Makanan enak"" , harganya pun murah .",5
Mie Gacoan Bandung - Buah Batu,Rifki Nugraha,tempat nya bagus cukup aesthetic pelayanan nya ramah,5
Mie Gacoan Bandung - Buah Batu,Nia Juniati Ningsih,"Makanannya murah, enak dan bikin kenyang. Tempat favorit ngasuh bocah karena deket rumah",5
Mie Gacoan Bandung - Buah Batu,Assyifa Putri,"Walaupun ngantri nya lamaaa bgtt tapi tetep mantap, udah mantap murah lagi, tempatnya pun luass👍🏻 …",5
Mie Gacoan Bandung - Buah Batu,Ressyana redistiani,"makanan cukup enak, pelayanan baik",5
Mie Gacoan Bandung - Buah Batu,Fani Yulianti,enak bangetttt tempatnya jugaaa nyaman,5
Mie Gacoan Bandung - Buah Batu,Zhalzabilla Febrian,"Tempatnya bagus, bersih, nyaman",5
Mie Gacoan Bandung - Buah Batu,Deniza Fathiril Haq,"tempatnya nyaman dan adem, makanannya juga murah murah anjir mantap",5
Mie Gacoan Bandung - Buah Batu,oktora adelia,"suasana nya berisik ini banyak anak kecil, tapi selebihnya enakkennn",5
Mie Gacoan Bandung - Buah Batu,astri dewi,"makanan nya lumayan enak untuk harga 10rbuan. untuk minumnya saya pesen icetea rasa gula manis bgt gada rasa teh nya
untuk pelyanannya kurang baik ngerasa kurang aja pelayanannya. untuk waiters/waiter nya tolong kinerjanya di perbaiki lagi",3
Mie Gacoan Bandung - Buah Batu,Khairunnisa Al Fajri,"rame banget, not recommended kalo kepepet atau lagi laper, soalnya buat takeaway aja rada lama. tapi servicenya bagus, langsung disamperin pas antri dan ditanya takeaway atau dine-in.",4
Mie Gacoan Bandung - Buah Batu,Salma Nurhalimah,"pelayanan baik, makanan nya sangat enak, harga nya juga murah👍👍 …",5
Mie Gacoan Bandung - Buah Batu,mukti wibawa,"Makanan, pelayanan, suasana udh bagus,, cuman sayang tukang parkirnya banyak yg korupsi.. Disitu udh jelas kalo. Motor 2rb mobile 3rb,, kemarin saya kesitu malem ditagih 3rb dengan alesan ketentuan parkir mulainya tgl 1 oktober ahaha …",3
Mie Gacoan Bandung - Buah Batu,Amirah Amirah,makanannya dan pelayanannya sangat bagus,5
Mie Gacoan Bandung - Buah Batu,Reihansyah Rifqi,"Pelayanan yang ramah
Dan makanan enak",5
Mie Gacoan Bandung - Buah Batu,Fifi Fastiani Pandansari,"Kesana jam 7 malam bersama anak², untuk sy yg membawa anak kecil kurang nyaman, karena udara terbuka, dan angin saat itu juga cukup besar.
Mudah² segera disediakan tempat yg lebih sedikit tertutup sehingga kalau malam tidak terlalu banyak angin dan cuca pun tidak dingin",3
Mie Gacoan Bandung - Buah Batu,Mutia Siti Syahala,Suana nya enak gak terlalu panas manana nya enak masih hangat ..... mantap pokoknya,5
Mie Gacoan Bandung - Buah Batu,ega Anggara,"Waktu datang kesini sedang hujan lebat, beberapa tempat makan tidak dapat digunakan karena areanya outdoor, sehingga kami harus waiting list untuk mendapatkan tempat makan",3
Mie Gacoan Bandung - Buah Batu,Santa Claudia Sibarani,Makanannya enak. Pelayanannya baik.,5
Mie Gacoan Bandung - Buah Batu,Taufik Hidayat,"Harga murah, tapi rasa tidak murahan, suasana nyaman, sekitaran perempatan buahbatu-bypass Bandung",5
Mie Gacoan Bandung - Buah Batu,VAVAN REVANO,"enaaaakkkk mie nya,harganya murah meriah,parkiran juga luas...ok banget",5
Mie Gacoan Bandung - Buah Batu,Devi Natalia,"Harga murah, pelayan sudah mulai self service dan cepat",5
Mie Gacoan Bandung - Buah Batu,M Zaki,"Tempatnya enakk, nyaman, kasirnya ramah, pelayanan baik",5
Mie Gacoan Bandung - Buah Batu,Akang Isa,"Cocok bagi yg suka mie dan pedas, rasanya enak bikin nagih, bisa makan ditempat dan take away maupun pesan online instan shopee food,gofood, grab food",5
Mie Gacoan Bandung - Buah Batu,Mormarfeomo Orchestra,"Mungkin memang orang orang yang mendapatkan pelayanan baik nggak akan setuju dengan pendapat saya. Tapi ini pun pengalaman pertama saya mendapatkan pelayanan terburuk di mie gacoan buah batu. Mie saya belum datang hampir 50 menit bahkan minuman saya es nya yang banyak sudah mencair semua. Tolong perbaiki lagi ya, saya mohon.",1
Mie Gacoan Bandung - Buah Batu,Tia Damayanthi,"Anak-anak seneng dibawa kesini, pelayanan gercep, suasana nyaman. Harga murmer ga bikin boncos uang belanja 😂 …",5
Mie Gacoan Bandung - Buah Batu,achmad cosa nurhadi,"Rasa lumayan enak, tp kalo rame terkadang penyajian agak lama",4
Mie Gacoan Bandung - Buah Batu,Galih Nofiansyah,Tempat makan aneka mie dan dimsum dengan berbagai macam rasa dan level kepedasan. Lokasinya yang strategis tepat di perempatan setopan lampu merah persimpangan Jl.Soekarno Hatta - Jl. Buah Batu Bandung. Sehingga banyak dikunjungi konsumen …,4
Mie Gacoan Bandung - Buah Batu,Agnia,"udh buka cabang dimana mana tapi rame terus👍
maap buat teh tarik nya pait:( tp overall enak …",4
Mie Gacoan Bandung - Buah Batu,Andriani Agustin,"Makanannya enak , pelayanan nya bagus , ramah",5
Mie Gacoan Bandung - Buah Batu,Waryanti Esafitri,Palayanannya sangat ramah tempatnya juga luas dan bersih makanannya juga enak mantepp bngett pokonya🥳 …,5
Mie Gacoan Bandung - Buah Batu,farid mulia,"Pas beli kesini antri banget rame banget, ngga dapat meja alhasil harus take away
Tp makanannya enak sih murah juga",5
Mie Gacoan Bandung - Buah Batu,Hamzah Fadilah,"Bintang 4 aja lah, udah lama antri mau pesan, ditanya udah dapet nomer waiting list belum?, alhasil ambil dulu ke si teteh bagian nomer, antri lagi dari belakang, buat jadi perhatian nih ya, untuk bagian waiting list/nomer duduk tolong 1 …",4
Mie Gacoan Bandung - Buah Batu,Raka Nugrah796,Pesen di shopeefood sebenarnya sih namun kok gaada pangsit nya ya mungkin lupa atau gmna yg nyajiin nya bener bener baru buka cman mie doang sad banget padahal pangsit nya enak,3
Mie Gacoan Bandung - Buah Batu,Mita Gustiani,"Tempat pelayanan dan produk sudah baik, semoga bisa dipertahankan",5
Mie Gacoan Bandung - Buah Batu,yoga dhaifullah ghathfaan,sejak kapan siiii gacoan ngga enak T______T ENAK BANGET PLIS PLIS PLISSSSS!,5
Mie Gacoan Bandung - Buah Batu,Reni Amelia,makanan nya enak banget pelayanan nya juga baik pegawai nya ramah ramah,5
Mie Gacoan Bandung - Buah Batu,abidzar satya,"pada hari selasa 10 september 2024 saya mendapat pelayanan yang tidak manusiawi dari mie gacoan..mereka mempekerjakan sdm yang rendah sekali yang seolah2 mempekerjakan manusia yang tidak pernah sekolah, untuk nama pegawainya tidak perlu …",1
Mie Gacoan Bandung - Buah Batu,Wahyu Runadzill,"Pengalaman makan di sini sangat menyenangkan, pelayanannya sangat mantap",5
Mie Gacoan Bandung - Buah Batu,Rima Chelsylia,"pelayanan kurang, nunggu hampir 2 jam itupun harus di susul lagi mana pas dateng makanannya ga sesuai.. kecewa sih udh keburu ilang selera makan.",1
Mie Gacoan Bandung - Buah Batu,putri amanda,"Makanannya oke, lebih ke apa ya. sedih bgt ketiga kalinya disini kebagian yg panas wkwk. dari pegawai nya gaada inisiatif apa apa. parkir naik jadi 3000",4
Mie Gacoan Bandung - Buah Batu,Lenny Lidiawati,Tempatnya enak nyaman buat kumpul kumpul enakka bsttt,5
Mie Gacoan Bandung - Buah Batu,Zahra R. A,"Makannya enak banget rasanya pas, trus suasana di gacoan buah batu juga nyaman bangett",5
Mie Gacoan Bandung - Buah Batu,Doks Turners,Minimal kalau parkir harus bayar keamanan juga dijaga boss,1
Mie Gacoan Bandung - Buah Batu,Siti Halimah,"Untuk pelayanan lumayan ok, tempat nyaman, kamar mandi nya juga bersih, parkiran luas, tapi sayang dari makanan, kurang gurih, dan manis jadi lebih cenderung ke rasa pedas nya kalo di banding kan dengan mie gacoan Bojong soang lebih enak yang di sana...",3
Mie Gacoan Bandung - Buah Batu,Rangga Wawan,"Tempatnya TDK seluas yg di Paskal or Dago or Gatsu,jadi agak pabaliut kalau antri apalagi Weekend,kalau soal rasa,the best lah,harga terjangkau bgt",4
Mie Gacoan Bandung - Buah Batu,Putri Gemilang,Bayar parkir udah di tulis 2000 masih aja di paksa bayar 3000  bayar pajak tapi serba sendiri ngambil orderan sendiri bersihin sendiri kariawannya malah pada main hp,1
Mie Gacoan Bandung - Buah Batu,Dudi Buruh (Buruh),Menurut sy pribadi. Untuk tempat dan parkir suda ok namun di pengantaran makanan yg aga lama dan pas di santap makanan nya pun dingin. Kalo bisa pas menghidangkan nya tuh hapus hangat biar lebih enak di makan nya. Tolong di perbaiki sistem itu nya,4
Mie Gacoan Bandung - Buah Batu,Findayu Hanun,"nyaman, bersih, enak makanannya ga terlalu pedes alias pas hehe, buat nongki juga",5
Mie Gacoan Bandung - Buah Batu,Nenden Hapsoh,"Tempat nya nyaman, dan makanan nya enak",5
Mie Gacoan Bandung - Buah Batu,Shinta Rahayu,"dari segi pelayanan oke, dari rasa oke, cuma kesel sm kang parkirnya wk di tulisannya udh jelas buat parkir motor 2k pas giliran bayar parkir ngasih 2k malah di tagih lgi katanya kurang, sebell bngttt matak tereh benghar euy🤣🤣 bkannya …",1
Mie Gacoan Bandung - Buah Batu,Ramdan Muhamad,"Tempat nyaman, parkiran cukup, pelayanan baik, crew ramah tamah",5
Mie Gacoan Bandung - Buah Batu,santika,makanan nya enak dan juga murah worth it,5
Mie Gacoan Bandung - Buah Batu,hani Nurul latifah,"Mie dan udang kejunya enakk bgtttt , tempat nya juga nyaman apalgi pelayanan nya juga baikkk, top pokoknyaaa",5
Mie Gacoan Bandung - Buah Batu,anisa nurul,"music nya ga enak didengar. bikin mood makan jelek, malah kemarin kek di tempat horor. nanya sama staff perempuan jawab nya ketus bgt??? music nya minimal yg ngehits kek, udah lama nunggu seengganya denger music yg enakan dikit kek.",4
Mie Gacoan Bandung - Buah Batu,Agatha Risky,"Tempat ini menjadi saksi untuk kami berdua. Banyak kenangan di sini, selain tempat yang nyaman, kualitas mie dan dimsum selalu sama. Sukses terus Gacoan Bubat....",5
Mie Gacoan Bandung - Buah Batu,Siti Patimah,enakk bgtt pesesnyaa bikin nagiss harganya worth it,5
Mie Gacoan Bandung - Buah Batu,Lugina A09,Makanan nya enak pelayanannya baik puas banget,5
Mie Gacoan Bandung - Buah Batu,Acul Dasul07,Pelayanan nya baik tempat bagus cuma ada yang kurang satu tisu nya 🙏 …,5
Mie Gacoan Bandung - Buah Batu,Fauziah Agustina,Makannanya enak enak tempatnya nyaman cocok untuk keluarga dan teman teman,5
Mie Gacoan Bandung - Buah Batu,Stiven Salendio,makanan nya enak,5
Mie Gacoan Bandung - Buah Batu,Resti Andiani,"Pelayanan nya bagus, antre agak lama karna mau jam makan siang, makanan juga datengnya ga lama² bgt, lokasi strategis di deket perempatan.",5
Mie Gacoan Bandung - Buah Batu,ishall 1994,Kenapa sekarang Tidak ada colokan buat nge charge handphone,5
Mie Gacoan Bandung - Buah Batu,Irma Muliawati,"miee nyaa enakk bgttt, pelayanan nyaa cepet dann staff nyaa ramahh ramahhh bestt sihhh!!😻❤️‍🔥 …",5
Mie Gacoan Bandung - Buah Batu,Adinda Zalzabilla Putri,"Ademmm, udang keju nya the best! 🤩 …",5
Mie Gacoan Bandung - Buah Batu,adellia putri,"Makanan enak, fasilitas oke,pegawai ramah ramah semua terimakasih",5
Mie Gacoan Bandung - Buah Batu,Meri Andani,"tempatnya bikin nyaman karena tempatnya juga bersih sangat teliti dengan kebersihan, pelayanannya sangat memuaskan.",5
Mie Gacoan Bandung - Buah Batu,anita syani,tempatnya nyaman & pelayannya ramah,5
Mie Gacoan Bandung - Buah Batu,Nanda Febriyanti,"Makanan Nya Enaakk Pelayanan Nya juga Pada Ramahh Banget Ga nyesel Dateng Kesini
#Makasih😁😁😁 …",5
Mie Gacoan Bandung - Buah Batu,Tarisa Sry,"Mohon diperbanyak meja untuk makan ditempatnya, masa lagi ujan gede aku take away, Uda jauh2 lagi datang, gada tisu lagi",1
Mie Gacoan Bandung - Buah Batu,Azhar nurul azmi Azhar nurul azmi,"Makanaan enak sesuai dengan harga
Pelayanan baik dan ramah",5
Mie Gacoan Bandung - Buah Batu,khaniza naura weweh,"mantap nyam nyam,pelayangan nya ramah sekali banget",5
Mie Gacoan Bandung - Buah Batu,KOPASKA168 (KOPAS),"Mie nya kurang matang,pangsit nya juga dalem nya kurang matang,apa mungkin datang terlalu malem saat pegawai sedang bersih2 mau tutup ya jadi masak mie nya kurang Mateng...",3
Mie Gacoan Bandung - Buah Batu,Rina Rismayanti,"makanan nya enak banget, pelayanan nya juga sangat baik ramah & sopan pokok nya mantap deh 👍😍 …",5
Mie Gacoan Bandung - Buah Batu,Laela Laela,Makanannya enak tempat nya juga bersih ramah anak juga pelayanan bagus,5
Mie Gacoan Bandung - Buah Batu,Uwidd,PELAYANAN LELET BANGET. DI BUNGKUS LAMAA BANGET MALAH DI TUMPUK TUMPUK DI MEJA KNPA GA DI BAGIIN ABSEN MALAH DI KUMPULIN DI TUMPUK GA JELAS,1
Mie Gacoan Bandung - Buah Batu,puspa ningrum,"Tempat kuliner favorite, Karena harganya murah, dan literally saya suka makanan pedas. Mie nya enak juicy, dimsum dan pangsitnya paling enak. Tempat yg luas juga . Selalu ingin kembali 👍 …",5
Mie Gacoan Bandung - Buah Batu,dammaul,sukaaa bangett sma tempat dan pelayanan nyaaaa,5
Mie Gacoan Bandung - Buah Batu,Muhammad Rizky Fadillah,Masa iya gada opsi lain buat pengunjung. Jam 23.00 cash only. Bad service,1
Mie Gacoan Bandung - Buah Batu,ibuns diary,"Pelayanan cepat, makanan juga lumayan cepat datang.
Untuk aku yang kurang suka mie rasanya lumayan ya karna harganya juga murah, tapi asli dimsumnya enak banget 🥰🥰 …",5
Mie Gacoan Bandung - Buah Batu,Alifia Naufalin JR,"pelayanan bagus dan ramah, saran aja boleh ga ada tempat ngecas di bbrp meja krn kehabisan batre... hehehehe",5
Mie Gacoan Bandung - Buah Batu,Nadia Handayani,"Maaaf pelayanan nya tolong di perbaiki lagi yaaa ka , masa ko pas mau Dine in harus waiting list sedangkan orang yg nulis waiting list nya Mundar mandir trs dari tadi ga stay di depan gituu ? Ga kondusif banget sih makan nya pada nunggu in lama banget tuhhh",2
Mie Gacoan Bandung - Buah Batu,Hera Kumala,"Penuh melulu
Tapi pelayaannya cepet kok
Parkir bayar 2rb …",4
Mie Gacoan Bandung - Buah Batu,Ergins Fatih,makanannya enakk banget tempatnya juga nyaman,5
Mie Gacoan Bandung - Buah Batu,Elisha Azkia.N,"Kakaknya baik, makanannya sangat memuaskan",5
Mie Gacoan Bandung - Buah Batu,Fitry Nur,"bagus tempat nya , makanan nya enak adem pelayanan nya bagus",5
Mie Gacoan Bandung - Buah Batu,Atuel Ama,Tempatnya luas nyaman pelayanan ramah,5
Mie Gacoan Bandung - Buah Batu,Fey Yps,Pelayanan cepat .pengaturan pelanggan dinein takeaway n online teratur jd gk semerawut dan antrian tdk berdiri lama.good job,5
Mie Gacoan Bandung - Buah Batu,Suci Sulistiawati,layanannya baik bangett tempatnya bersih jugaa,5
Mie Gacoan Bandung - Buah Batu,Aunry Kena,"Makanan enak tp satu yang saya komplain makanan level satu mie gacoan kaya level 5 alias PEDAS BANGETTTT !!!! Jadi gabisa menikmati makanan karena pedes banget banget bangett !!!! sampe saya mual dan sakit perut 3 hari ini , padahal pesen …",3
Mie Gacoan Bandung - Buah Batu,annisa jpn,"makannnya lama, request konsumen tidak dipenuhi,pas dateng kotor bgt",2
Mie Gacoan Bandung - Buah Batu,Seni Ariandini,"Makanannya enak, cuman pelayanannya yang lambat",3
Mie Gacoan Bandung - Buah Batu,shafa destiana,"enak bgt, udah bbrp kali kesini kesini heheh",5
Mie Gacoan Bandung - Buah Batu,Fadilah Wulan Safitri,"Pelayanan nya lumayan cepat, ramah dan sigap. Untuk cabang yang disini, dianterin langsung ke tempat duduk nya👍👍 …",5
Mie Gacoan Bandung - Buah Batu,kartika adhe,"Tempatnya nyaman bersih, pelayanannya okey",5
